wavenumber,transmittance
2096.128246317, 0.988199895
2096.007716882, 0.988500129
2095.887187447, 0.98120011
2095.766658012, 0.976199915
2095.646128577, 0.973399931
2095.525599142, 0.9723
2095.405069707, 0.9743999
2095.284540272, 0.979600019
2095.164010836, 0.982699889
2095.043481401, 0.980599989
2094.922757432, 0.980699951
2094.802227997, 0.983599897
2094.681698561, 0.98639988
2094.561169126, 0.986000032
2094.440639691, 0.983599897
2094.320110256, 0.972900121
2094.199580821, 0.967700002
2094.079051386, 0.972399962
2093.958521951, 0.975999991
2093.837992516, 0.977700043
2093.71746308, 0.970899834
2093.596933645, 0.96760004
2093.47640421, 0.974299938
2093.355874775, 0.974800097
2093.235507572, 0.971699879
2093.114978137, 0.978500088
2092.994448702, 0.980500027
2092.873919267, 0.982000155
2092.753389832, 0.986600153
2092.632860397, 0.975299908
2092.512330962, 0.963900049
2092.391801527, 0.966999919
2092.271272091, 0.972200038
2092.150742656, 0.972399962
2092.030213221, 0.976500149
2091.909683786, 0.983000124
2091.789154351, 0.982000155
2091.668624916, 0.979899906
2091.548095481, 0.979999868
2091.427371511, 0.973100045
2091.306842076, 0.966400146
2091.186312641, 0.96820016
2091.065783206, 0.972800159
2090.945253771, 0.976700074
2090.824724335, 0.9743999
2090.7041949, 0.967799964
2090.583665465, 0.968300123
2090.46313603, 0.976299877
2090.342606595, 0.981799882
2090.22207716, 0.980400065
2090.101547725, 0.977700043
2089.98101829, 0.980799913
2089.860488854, 0.979400095
2089.740121652, 0.972800159
2089.619592217, 0.971399993
2089.499062782, 0.968799933
2089.378533347, 0.966799994
2089.258003911, 0.96920013
2089.137474476, 0.971499955
2089.016945041, 0.972399962
2088.896415606, 0.973100045
2088.775886171, 0.974700135
2088.655356736, 0.976199915
2088.534827301, 0.975299908
2088.414297865, 0.979300133
2088.29376843, 0.984900101
2088.173238995, 0.981400034
2088.05270956, 0.974700135
2087.932069238, 0.966899957
2087.811539803, 0.964700094
2087.691010368, 0.968899895
2087.570480933, 0.969999827
2087.449951497, 0.972599886
2087.329422062, 0.98009983
2087.208892627, 0.983100086
2087.088363192, 0.979899906
2086.967833757, 0.980699951
2086.847304322, 0.980400065
2086.726774887, 0.97539987
2086.606245451, 0.975700104
2086.485716016, 0.981300072
2086.365186581, 0.982400003
2086.244657146, 0.979799944
2086.124206296, 0.983100086
2086.003676861, 0.987800046
2085.883147426, 0.988400167
2085.762617991, 0.98590007
2085.642088556, 0.980699951
2085.521559121, 0.9743999
2085.401029685, 0.969599978
2085.28050025, 0.97699996
2085.159970815, 0.984399942
2085.03944138, 0.976500149
2084.918911945, 0.972100076
2084.79838251, 0.974800097
2084.677853075, 0.975600142
2084.55732364, 0.975299908
2084.436683317, 0.973800128
2084.316153882, 0.973700166
2084.195624447, 0.979200171
2084.075095012, 0.986000032
2083.954565577, 0.989600061
2083.834036142, 0.985199987
2083.713506707, 0.979500057
2083.592977271, 0.979899906
2083.472447836, 0.97699996
2083.351918401, 0.973200007
2083.231388966, 0.973299969
2083.110859531, 0.975900029
2082.990330096, 0.974499863
2082.869800661, 0.971900151
2082.749271226, 0.974499863
2082.628630903, 0.981599958
2082.508101468, 0.982499965
2082.387572033, 0.976299877
2082.267042598, 0.975099983
2082.146513163, 0.972800159
2082.025983728, 0.970200099
2081.905454293, 0.969999827
2081.784924857, 0.974700135
2081.664395422, 0.979999868
2081.543865987, 0.980699951
2081.423336552, 0.9723
2081.302807117, 0.964800056
2081.182277682, 0.968600009
2081.061748247, 0.971599917
2080.941218812, 0.970599947
2080.820873786, 0.971399993
2080.700344351, 0.97860005
2080.579814916, 0.975800066
2080.459285481, 0.960499944
2080.338756046, 0.869399989
2080.218226611, 0.789000159
2080.097697176, 0.863099939
2079.977167741, 0.940199975
2079.856638305, 0.954700052
2079.73610887, 0.95869993
2079.615579435, 0.965399828
2079.49505, 0.979699982
2079.374682797, 0.982699889
2079.254153362, 0.973100045
2079.133623927, 0.96809985
2079.013094492, 0.974700135
2078.892565057, 0.97390009
2078.772035622, 0.975000021
2078.651506187, 0.978199853
2078.530976752, 0.981599958
2078.410447316, 0.981400034
2078.289917881, 0.978500088
2078.169388446, 0.976500149
2078.048859011, 0.974299938
2077.928329576, 0.973100045
2077.807800141, 0.969799902
2077.687270706, 0.973299969
2077.566546736, 0.979799944
2077.446017301, 0.961200027
2077.325487866, 0.902599945
2077.204958431, 0.899400113
2077.084428996, 0.947200109
2076.96389956, 0.965299866
2076.843370125, 0.977600081
2076.72284069, 0.984699828
2076.602311255, 0.982599927
2076.48178182, 0.974199976
2076.361252385, 0.967700002
2076.24072295, 0.965999949
2076.120193515, 0.969500016
2075.999664079, 0.971499955
2075.879296877, 0.96920013
2075.758767442, 0.969100168
2075.638238007, 0.972599886
2075.517708572, 0.98020014
2075.397179136, 0.979099861
2075.276649701, 0.976399839
2075.156120266, 0.976399839
2075.035590831, 0.97699996
2074.915061396, 0.970899834
2074.794531961, 0.967899926
2074.674002526, 0.969999827
2074.55347309, 0.975999991
2074.432943655, 0.980999837
2074.31241422, 0.977600081
2074.191884785, 0.977800005
2074.071160815, 0.974900059
2073.95063138, 0.973800128
2073.830101945, 0.981300072
2073.70957251, 0.991599999
2073.589043075, 0.988400167
2073.46851364, 0.979999868
2073.347984205, 0.978099891
2073.22745477, 0.979300133
2073.106925334, 0.976299877
2072.986395899, 0.971499955
2072.865866464, 0.978799974
2072.745337029, 0.984900101
2072.624807594, 0.984599866
2072.504278159, 0.979999868
2072.383910956, 0.976800036
2072.263381521, 0.97390009
2072.142852086, 0.978400126
2072.022322651, 0.982599927
2071.901793216, 0.982599927
2071.781263781, 0.983200048
2071.660734346, 0.98169992
2071.54020491, 0.981499996
2071.419675475, 0.976600112
2071.29914604, 0.975700104
2071.178616605, 0.971000144
2071.05808717, 0.973000083
2070.937557735, 0.978199853
2070.8170283, 0.98020014
2070.696498864, 0.977099922
2070.575964367, 0.971100106
2070.455434932, 0.972900121
2070.334905497, 0.978799974
2070.214376062, 0.982900162
2070.093846627, 0.971799841
2069.973317191, 0.969899864
2069.852787756, 0.969799902
2069.732258321, 0.979200171
2069.611728886, 0.985599835
2069.491199451, 0.979699982
2069.370670016, 0.877600016
2069.250140581, 0.714399872
2069.129611146, 0.76140017
2069.008970823, 0.907099981
2068.888441388, 0.962100034
2068.767911953, 0.972399962
2068.647382518, 0.973599855
2068.526853083, 0.977400157
2068.406323648, 0.976800036
2068.285794213, 0.981400034
2068.165264777, 0.978099891
2068.044735342, 0.976800036
2067.924205907, 0.978500088
2067.803676472, 0.976299877
2067.683147037, 0.979200171
2067.562617602, 0.979600019
2067.442088167, 0.971799841
2067.321558732, 0.972100076
2067.201024234, 0.98169992
2067.080494799, 0.980599989
2066.959965364, 0.970499985
2066.839435929, 0.971100106
2066.718906494, 0.977099922
2066.598377059, 0.981499996
2066.477847623, 0.961800148
2066.357318188, 0.876300161
2066.236788753, 0.856599964
2066.116259318, 0.927800147
2065.995729883, 0.955799984
2065.875200448, 0.965500139
2065.754671013, 0.973800128
2065.63403069, 0.970499985
2065.513501255, 0.9723
2065.39297182, 0.977700043
2065.272442385, 0.978300164
2065.15191295, 0.97860005
2065.031383515, 0.979099861
2064.91085408, 0.973599855
2064.790324645, 0.966400146
2064.669795209, 0.969100168
2064.549265774, 0.978199853
2064.428736339, 0.978199853
2064.308206904, 0.973499893
2064.187677469, 0.973299969
2064.067148034, 0.980699951
2063.946618599, 0.977899967
2063.826167749, 0.969599978
2063.705638314, 0.967300153
2063.585108879, 0.971100106
2063.464579443, 0.974299938
2063.344050008, 0.969799902
2063.223520573, 0.96920013
2063.102991138, 0.973700166
2062.982461703, 0.979600019
2062.861932268, 0.976500149
2062.741402833, 0.971799841
2062.620873397, 0.974900059
2062.500343962, 0.976199915
2062.379814527, 0.972599886
2062.259285092, 0.972000113
2062.13864477, 0.972000113
2062.018115335, 0.974299938
2061.8975859, 0.977700043
2061.777056465, 0.974800097
2061.656527029, 0.977700043
2061.535997594, 0.980999837
2061.415468159, 0.981400034
2061.294938724, 0.98169992
2061.174409289, 0.978199853
2061.053879854, 0.974700135
2060.933350419, 0.975999991
2060.812820983, 0.977999929
2060.692291548, 0.981499996
2060.571762113, 0.981300072
2060.451232678, 0.977700043
2060.331054948, 0.977299846
2060.210525513, 0.979699982
2060.089996078, 0.983399972
2059.969466642, 0.977700043
2059.848937207, 0.974299938
2059.728407772, 0.971000144
2059.607878337, 0.971699879
2059.487348902, 0.973100045
2059.366819467, 0.976500149
2059.246290032, 0.977299846
2059.125760597, 0.966099911
2059.005231161, 0.967799964
2058.884701726, 0.973299969
2058.764172291, 0.98020014
2058.643281027, 0.978799974
2058.522751592, 0.980699951
2058.402222156, 0.973399931
2058.281692721, 0.965800025
2058.161163286, 0.876400123
2058.040633851, 0.686400035
2057.920104416, 0.706500079
2057.799574981, 0.881000121
2057.679045546, 0.955899946
2057.558516111, 0.968300123
2057.437986675, 0.972000113
2057.31745724, 0.976199915
2057.19727951, 0.976099953
2057.076750075, 0.976099953
2056.95622064, 0.975800066
2056.835691205, 0.971699879
2056.71516177, 0.975299908
2056.594632334, 0.981799882
2056.474102899, 0.985499873
2056.353573464, 0.978300164
2056.233044029, 0.968600009
2056.112514594, 0.969799902
2055.991985159, 0.97069991
2055.871455724, 0.973100045
2055.750926289, 0.972599886
2055.630396853, 0.977299846
2055.509862356, 0.982900162
2055.389332921, 0.982799852
2055.268803486, 0.940700134
2055.148274051, 0.832600004
2055.027744616, 0.826900075
2054.90721518, 0.913100145
2054.786685745, 0.953199924
2054.66615631, 0.967999888
2054.545626875, 0.972599886
2054.42509744, 0.977199884
2054.304568005, 0.975600142
2054.18403857, 0.976800036
2054.063509135, 0.977999929
2053.942595693, 0.975299908
2053.822066257, 0.985000063
2053.701536822, 0.98639988
2053.581007387, 0.98009983
2053.460477952, 0.978199853
2053.339948517, 0.977899967
2053.219419082, 0.973599855
2053.098889647, 0.973000083
2052.978360212, 0.97539987
2052.857830776, 0.979400095
2052.737301341, 0.982699889
2052.616771906, 0.981400034
2052.496242471, 0.98120011
2052.375713036, 0.979300133
2052.255183601, 0.978500088
2052.135005871, 0.979799944
2052.014476435, 0.980400065
2051.893947, 0.980999837
2051.773417565, 0.980899875
2051.65288813, 0.979600019
2051.532358695, 0.979099861
2051.41182926, 0.976500149
2051.291299825, 0.971599917
2051.17077039, 0.977199884
2051.050240954, 0.983900131
2050.929711519, 0.977299846
2050.809182084, 0.976299877
2050.688652649, 0.982699889
2050.568123214, 0.986299918
2050.447399244, 0.976899998
2050.326869809, 0.968799933
2050.206340374, 0.979699982
2050.085810939, 0.986900039
2049.965281504, 0.98429998
2049.844752069, 0.971699879
2049.724222633, 0.966799994
2049.603693198, 0.9723
2049.483163763, 0.970899834
2049.362634328, 0.97699996
2049.242104893, 0.985000063
2049.121575458, 0.981899844
2049.001046023, 0.979200171
2048.880516588, 0.981100148
2048.760149385, 0.977600081
2048.63961995, 0.970100137
2048.519090515, 0.965800025
2048.39856108, 0.96760004
2048.278031645, 0.972100076
2048.157502209, 0.978999899
2048.036972774, 0.977899967
2047.916443339, 0.975600142
2047.795913904, 0.975800066
2047.675384469, 0.972599886
2047.554855034, 0.973700166
2047.434325599, 0.974700135
2047.313796164, 0.978899936
2047.193266728, 0.973599855
2047.072737293, 0.971100106
2046.952119149, 0.969899864
2046.831589713, 0.963800087
2046.711060278, 0.843500053
2046.590530843, 0.649400126
2046.470001408, 0.70290005
2046.349471973, 0.882499901
2046.228942538, 0.94879985
2046.108413103, 0.971100106
2045.987883667, 0.980799913
2045.867354232, 0.986199956
2045.746824797, 0.985000063
2045.626295362, 0.981100148
2045.505844512, 0.974600173
2045.385315077, 0.9723
2045.264785642, 0.977199884
2045.144256207, 0.973499893
2045.023726772, 0.974100014
2044.903197337, 0.977800005
2044.782667901, 0.979699982
2044.662138466, 0.972800159
2044.541609031, 0.967099881
2044.421079596, 0.97069991
2044.300550161, 0.9723
2044.180020726, 0.974000052
2044.059491291, 0.977099922
2043.938961855, 0.977299846
2043.818321533, 0.899600037
2043.697792098, 0.8078
2043.577262663, 0.864799991
2043.456733228, 0.942500148
2043.336203793, 0.953999969
2043.215674358, 0.96760004
2043.095144923, 0.977999929
2042.974615487, 0.981100148
2042.854086052, 0.979300133
2042.733556617, 0.982499965
2042.613027182, 0.979600019
2042.492497747, 0.976700074
2042.371968312, 0.976500149
2042.251438877, 0.975999991
2042.130909441, 0.974499863
2042.010374944, 0.97069991
2041.889845509, 0.98009983
2041.769316074, 0.987700084
2041.648786639, 0.987000001
2041.528257204, 0.976700074
2041.407727768, 0.96760004
2041.287198333, 0.960699868
2041.166668898, 0.964700094
2041.046139463, 0.9743999
2040.925610028, 0.969400054
2040.805080593, 0.970100137
2040.684551158, 0.976700074
2040.564021723, 0.981599958
2040.443570873, 0.980300102
2040.323041438, 0.978500088
2040.202512002, 0.976500149
2040.081982567, 0.974000052
2039.961453132, 0.973499893
2039.840923697, 0.977500119
2039.720394262, 0.979099861
2039.599864827, 0.972800159
2039.479335392, 0.977400157
2039.358805957, 0.981100148
2039.238276521, 0.979500057
2039.117747086, 0.980799913
2038.997217651, 0.984499904
2038.876688216, 0.978199853
2038.755964246, 0.971000144
2038.635434811, 0.976399839
2038.514905376, 0.978899936
2038.394375941, 0.97699996
2038.273846506, 0.970499985
2038.153317071, 0.97539987
2038.032787636, 0.981300072
2037.9122582, 0.970899834
2037.791728765, 0.965399828
2037.67119933, 0.971900151
2037.550669895, 0.98009983
2037.43014046, 0.982699889
2037.309611025, 0.982900162
2037.18908159, 0.98169992
2037.068798035, 0.978799974
2036.948268599, 0.977299846
2036.827739164, 0.980300102
2036.707209729, 0.975999991
2036.586680294, 0.972000113
2036.466150859, 0.975600142
2036.345621424, 0.977400157
2036.225091989, 0.980899875
2036.104562554, 0.982000155
2035.984033118, 0.982000155
2035.863503683, 0.972699848
2035.742974248, 0.969300092
2035.622444813, 0.969400054
2035.501915378, 0.966199874
2035.381385943, 0.966099911
2035.260856508, 0.96450017
2035.14032201, 0.939599854
2035.019792575, 0.776100172
2034.89926314, 0.654499934
2034.778733705, 0.787099834
2034.65820427, 0.924200118
2034.537674835, 0.958300081
2034.4171454, 0.973399931
2034.296615964, 0.98120011
2034.176086529, 0.980400065
2034.055557094, 0.971699879
2033.935027659, 0.977099922
2033.814498224, 0.977400157
2033.693968789, 0.974299938
2033.573244819, 0.971399993
2033.452715384, 0.96969994
2033.332185949, 0.97069991
2033.211656514, 0.972000113
2033.091127079, 0.975299908
2032.970597644, 0.976399839
2032.850068208, 0.978899936
2032.729538773, 0.97699996
2032.609009338, 0.982799852
2032.488479903, 0.980999837
2032.367950468, 0.980300102
2032.247421033, 0.93000001
2032.126891598, 0.822899849
2032.006362163, 0.837499889
2031.885911313, 0.929399889
2031.765381877, 0.959200088
2031.644852442, 0.962800117
2031.524323007, 0.964099973
2031.403793572, 0.967999888
2031.283264137, 0.970899834
2031.162734702, 0.973499893
2031.042205267, 0.97860005
2030.921675832, 0.976399839
2030.801146396, 0.972200038
2030.680616961, 0.974000052
2030.560087526, 0.983599897
2030.439558091, 0.987199925
2030.319028656, 0.981799882
2030.198388334, 0.977099922
2030.077858899, 0.980400065
2029.957329463, 0.981599958
2029.836800028, 0.974600173
2029.716270593, 0.976099953
2029.595741158, 0.980400065
2029.475211723, 0.981599958
2029.354682288, 0.976700074
2029.234152853, 0.972399962
2029.113623418, 0.973000083
2028.993093982, 0.973000083
2028.872564547, 0.976700074
2028.752035112, 0.976800036
2028.631505677, 0.976199915
2028.510976242, 0.975099983
2028.390419567, 0.979300133
2028.269890132, 0.987600122
2028.149360697, 0.990699992
2028.028831262, 0.988600091
2027.908301827, 0.981599958
2027.787772391, 0.981599958
2027.667242956, 0.978700012
2027.546713521, 0.973700166
2027.426184086, 0.976099953
2027.305654651, 0.978099891
2027.185125216, 0.974100014
2027.064595781, 0.970799872
2026.944066346, 0.969999827
2026.82353691, 0.966400146
2026.703007475, 0.966700032
2026.58247804, 0.968799933
2026.46202719, 0.972499924
2026.341497755, 0.975099983
2026.22096832, 0.98169992
2026.100438885, 0.987800046
2025.97990945, 0.984699828
2025.859380015, 0.979200171
2025.738850579, 0.973200007
2025.618321144, 0.97130003
2025.497791709, 0.971900151
2025.377262274, 0.973499893
2025.256732839, 0.976600112
2025.136203404, 0.980699951
2025.015673969, 0.981899844
2024.895144534, 0.980899875
2024.774693684, 0.979899906
2024.654164249, 0.980799913
2024.533634813, 0.981599958
2024.413105378, 0.978799974
2024.292575943, 0.974800097
2024.172046508, 0.975199946
2024.051517073, 0.979600019
2023.930987638, 0.975800066
2023.810458203, 0.976099953
2023.689928768, 0.978999899
2023.569399332, 0.978199853
2023.448869897, 0.974499863
2023.328340462, 0.974900059
2023.207811027, 0.87000011
2023.087360177, 0.683099892
2022.966830742, 0.72059996
2022.846301307, 0.883100021
2022.725771872, 0.947899843
2022.605242437, 0.974299938
2022.484713001, 0.98020014
2022.364183566, 0.983599897
2022.243654131, 0.985800108
2022.123124696, 0.986000032
2022.002595261, 0.975000021
2021.882065826, 0.968300123
2021.761536391, 0.973399931
2021.641006956, 0.970499985
2021.52047752, 0.971499955
2021.399859376, 0.972100076
2021.27932994, 0.982000155
2021.158800505, 0.98590007
2021.03827107, 0.98020014
2020.917741635, 0.966799994
2020.7972122, 0.962399921
2020.676682765, 0.968600009
2020.55615333, 0.9743999
2020.435623895, 0.938699847
2020.315094459, 0.835200064
2020.194565024, 0.829899983
2020.074035589, 0.920400165
2019.953395267, 0.96339989
2019.832865832, 0.977299846
2019.712336397, 0.981499996
2019.591806962, 0.981899844
2019.471277526, 0.983399972
2019.350748091, 0.982699889
2019.230218656, 0.980799913
2019.109689221, 0.980599989
2018.989159786, 0.978300164
2018.868630351, 0.974000052
2018.748100916, 0.9723
2018.627571481, 0.967999888
2018.507042045, 0.971799841
2018.38651261, 0.969100168
2018.265983175, 0.964700094
2018.145532325, 0.973499893
2018.02500289, 0.975900029
2017.904473455, 0.981300072
2017.78394402, 0.986199956
2017.663414585, 0.98330001
2017.54288515, 0.977199884
2017.422355714, 0.975199946
2017.301826279, 0.98330001
2017.181296844, 0.988700054
2017.060767409, 0.986499842
2016.940237974, 0.970300061
2016.819708539, 0.951000062
2016.699179104, 0.948900161
2016.578649669, 0.963100004
2016.458198819, 0.972800159
2016.337669384, 0.976800036
2016.217139948, 0.982499965
2016.096610513, 0.97699996
2015.976081078, 0.970100137
2015.855551643, 0.964900018
2015.735022208, 0.964600132
2015.614492773, 0.96969994
2015.493963338, 0.975000021
2015.373433903, 0.982400003
2015.252904467, 0.982000155
2015.132375032, 0.98120011
2015.011845597, 0.981599958
2014.891316162, 0.982799852
2014.770592192, 0.98899994
2014.650062757, 0.984800138
2014.529533322, 0.971699879
2014.409003887, 0.96820016
2014.288474452, 0.971000144
2014.167945017, 0.973100045
2014.047415582, 0.976800036
2013.926886146, 0.981300072
2013.806356711, 0.977999929
2013.685827276, 0.974700135
2013.565297841, 0.983200048
2013.444768406, 0.980799913
2013.324238971, 0.971200068
2013.203709536, 0.976800036
2013.083258686, 0.983800169
2012.962729251, 0.982699889
2012.842199816, 0.980599989
2012.72167038, 0.971699879
2012.601140945, 0.96969994
2012.48061151, 0.974900059
2012.360082075, 0.978500088
2012.23955264, 0.982000155
2012.119023205, 0.977899967
2011.99849377, 0.977500119
2011.877964334, 0.975600142
2011.757434899, 0.977199884
2011.636905464, 0.973499893
2011.516376029, 0.96820016
2011.396031004, 0.96820016
2011.275501569, 0.969799902
2011.154972134, 0.887600057
2011.034442699, 0.722599898
2010.913913263, 0.75089997
2010.793383828, 0.901599976
2010.672854393, 0.954899977
2010.552324958, 0.96660007
2010.431795523, 0.973000083
2010.311266088, 0.978899936
2010.190736653, 0.975199946
2010.070207218, 0.96920013
2009.949566895, 0.970100137
2009.82903746, 0.979200171
2009.708508025, 0.979300133
2009.58797859, 0.976899998
2009.467449155, 0.978500088
2009.34691972, 0.969599978
2009.226390285, 0.970300061
2009.105860849, 0.969400054
2008.985331414, 0.96760004
2008.864801979, 0.96760004
2008.744272544, 0.975000021
2008.623743109, 0.978199853
2008.503213674, 0.983599897
2008.382684239, 0.935400053
2008.262154804, 0.842099887
2008.141703954, 0.865699998
2008.021174519, 0.939299968
2007.900645083, 0.963100004
2007.780115648, 0.971499955
2007.659586213, 0.974800097
2007.539056778, 0.98120011
2007.418527343, 0.988600091
2007.297997908, 0.98429998
2007.177468473, 0.979300133
2007.056939038, 0.983699859
2006.936409602, 0.977400157
2006.815880167, 0.9723
2006.695350732, 0.972599886
2006.574821297, 0.979200171
2006.454097327, 0.986299918
2006.333567892, 0.983800169
2006.213038457, 0.983499935
2006.092509022, 0.977999929
2005.971979587, 0.971200068
2005.851450152, 0.96450017
2005.730920717, 0.970300061
2005.610391281, 0.979799944
2005.489861846, 0.981100148
2005.369332411, 0.984000093
2005.248802976, 0.977700043
2005.128273541, 0.976600112
2005.007744106, 0.980699951
2004.887214671, 0.980300102
2004.766657996, 0.979600019
2004.646128561, 0.975299908
2004.525599126, 0.977899967
2004.405069691, 0.981300072
2004.284540255, 0.978099891
2004.16401082, 0.978300164
2004.043481385, 0.976600112
2003.92295195, 0.975099983
2003.802422515, 0.977400157
2003.68189308, 0.974800097
2003.561363645, 0.974600173
2003.44083421, 0.978999899
2003.320304774, 0.979899906
2003.199775339, 0.978700012
2003.079245904, 0.978400126
2002.958716469, 0.977800005
2002.838265619, 0.979799944
2002.717736184, 0.988199895
2002.597206749, 0.991099841
2002.476677314, 0.981899844
2002.356147879, 0.971599917
2002.235618443, 0.97390009
2002.115089008, 0.974299938
2001.994559573, 0.971200068
2001.874030138, 0.977500119
2001.753500703, 0.98009983
2001.632971268, 0.976899998
2001.512441833, 0.967899926
2001.391912398, 0.968500047
2001.271382962, 0.976500149
2001.150932112, 0.980599989
2001.030402677, 0.980899875
2000.909873242, 0.975000021
2000.789343807, 0.980699951
2000.668814372, 0.988500129
2000.548284937, 0.987600122
2000.427755502, 0.976899998
2000.307226067, 0.970799872
2000.186696631, 0.976700074
2000.066167196, 0.982000155
1999.945637761, 0.978400126
1999.825108326, 0.970499985
1999.704578891, 0.968500047
1999.584049456, 0.96760004
1999.463598606, 0.972100076
1999.343069171, 0.975099983
1999.222539736, 0.977400157
1999.1020103, 0.977099922
1998.981480865, 0.97069991
1998.86095143, 0.864700029
1998.740421995, 0.734800151
1998.61989256, 0.804499857
1998.499363125, 0.919900006
1998.37883369, 0.95609987
1998.258304255, 0.970100137
1998.137774819, 0.972100076
1998.017245384, 0.972100076
1997.896715949, 0.970200099
1997.77599198, 0.977500119
1997.655462544, 0.983900131
1997.534933109, 0.984399942
1997.414403674, 0.97390009
1997.293874239, 0.974100014
1997.173344804, 0.981100148
1997.052815369, 0.978500088
1996.932285934, 0.975499832
1996.811756499, 0.976800036
1996.691227063, 0.980899875
1996.570697628, 0.976099953
1996.450168193, 0.974900059
1996.329638758, 0.98169992
1996.209109323, 0.973499893
1996.088574826, 0.90339999
1995.96804539, 0.871200004
1995.847515955, 0.927000102
1995.72698652, 0.966799994
1995.606457085, 0.983000124
1995.48592765, 0.985299949
1995.365398215, 0.977400157
1995.24486878, 0.968500047
1995.124339345, 0.976199915
1995.003809909, 0.981499996
1994.883280474, 0.974199976
1994.762751039, 0.972599886
1994.642221604, 0.968999857
1994.521854401, 0.976199915
1994.401324966, 0.987000001
1994.280795531, 0.991500037
1994.160266096, 0.98169992
1994.039736661, 0.974100014
1993.919207226, 0.973700166
1993.798677791, 0.973299969
1993.678148356, 0.974900059
1993.55761892, 0.973599855
1993.437089485, 0.975999991
1993.31656005, 0.973399931
1993.196030615, 0.973200007
1993.07550118, 0.975499832
1992.954971745, 0.984000093
1992.83444231, 0.990400106
1992.71371834, 0.977199884
1992.593188905, 0.966099911
1992.47265947, 0.96450017
1992.352130035, 0.965600101
1992.2316006, 0.968799933
1992.111071164, 0.974199976
1991.990541729, 0.958799892
1991.870012294, 0.929299927
1991.749482859, 0.934099849
1991.628953424, 0.955300173
1991.508423989, 0.960699868
1991.387894554, 0.963900049
1991.267365119, 0.970499985
1991.146835683, 0.969300092
1991.026384833, 0.963299928
1990.905855398, 0.965899987
1990.785325963, 0.977800005
1990.664796528, 0.984599866
1990.544267093, 0.985199987
1990.423737658, 0.982100117
1990.303208223, 0.978400126
1990.182678788, 0.976800036
1990.062149352, 0.975900029
1989.941619917, 0.978300164
1989.821090482, 0.979099861
1989.700561047, 0.974299938
1989.580031612, 0.96809985
1989.459502177, 0.967400115
1989.339051327, 0.973499893
1989.218521892, 0.982400003
1989.097992457, 0.985299949
1988.977463021, 0.978899936
1988.856933586, 0.975800066
1988.736404151, 0.977400157
1988.615874716, 0.974499863
1988.495345281, 0.967199843
1988.374815846, 0.960000134
1988.254286411, 0.965899987
1988.133756976, 0.977099922
1988.01322754, 0.976199915
1987.892698105, 0.977600081
1987.77216867, 0.976600112
1987.651444701, 0.969599978
1987.530915265, 0.964299897
1987.41038583, 0.969599978
1987.289856395, 0.982000155
1987.16932696, 0.98020014
1987.048797525, 0.977800005
1986.92826809, 0.973399931
1986.807738655, 0.973599855
1986.68720922, 0.973000083
1986.566679784, 0.975700104
1986.446150349, 0.934099849
1986.325620914, 0.809999862
1986.205091479, 0.801599911
1986.084562044, 0.912400062
1985.964194841, 0.967700002
1985.843665406, 0.979500057
1985.723135971, 0.977299846
1985.602606536, 0.974600173
1985.482077101, 0.976800036
1985.361547666, 0.977800005
1985.241018231, 0.979400095
1985.120488795, 0.978899936
1984.99995936, 0.973700166
1984.879429925, 0.971000144
1984.75890049, 0.970799872
1984.638371055, 0.970400023
1984.51784162, 0.974199976
1984.397312185, 0.974800097
1984.27678275, 0.972399962
1984.156248252, 0.967300153
1984.035718817, 0.967899926
1983.915189382, 0.974900059
1983.794659947, 0.964700094
1983.674130512, 0.910799972
1983.553601077, 0.888400103
1983.433071641, 0.940399899
1983.312542206, 0.974600173
1983.192012771, 0.983499935
1983.071483336, 0.984200018
1982.950953901, 0.973000083
1982.830424466, 0.967700002
1982.709895031, 0.970899834
1982.589254708, 0.976199915
1982.468725273, 0.979799944
1982.348195838, 0.98120011
1982.227666403, 0.985399911
1982.107136968, 0.993499976
1981.986607533, 0.986499842
1981.866078098, 0.984200018
1981.745548663, 0.991699961
1981.625019227, 0.991699961
1981.504489792, 0.985800108
1981.383960357, 0.984200018
1981.263430922, 0.985199987
1981.142901487, 0.981100148
1981.022372052, 0.979799944
1980.901842617, 0.976700074
1980.781475414, 0.977500119
1980.660945979, 0.976299877
1980.540416544, 0.970499985
1980.419887109, 0.972699848
1980.299357674, 0.978899936
1980.178828239, 0.977899967
1980.058298803, 0.973700166
1979.937769368, 0.975000021
1979.817239933, 0.977999929
1979.696710498, 0.977500119
1979.576181063, 0.974700135
1979.455651628, 0.978300164
1979.335122193, 0.975900029
1979.214592758, 0.96969994
1979.094063322, 0.96920013
1978.973339353, 0.972399962
1978.852809918, 0.975299908
1978.732280483, 0.975499832
1978.611751047, 0.974700135
1978.491221612, 0.972599886
1978.370692177, 0.980999837
1978.250162742, 0.983699859
1978.129633307, 0.976500149
1978.009103872, 0.971200068
1977.888574437, 0.972699848
1977.768045001, 0.981100148
1977.647515566, 0.987199925
1977.526986131, 0.982699889
1977.406456696, 0.969400054
1977.286005846, 0.967400115
1977.165476411, 0.9743999
1977.044946976, 0.980300102
1976.924417541, 0.978199853
1976.803888106, 0.973299969
1976.683358671, 0.976700074
1976.562829235, 0.979600019
1976.4422998, 0.975199946
1976.321770365, 0.974700135
1976.20124093, 0.977500119
1976.080711495, 0.982499965
1975.96018206, 0.987000001
1975.839652625, 0.981100148
1975.71912319, 0.980799913
